"","Name","UF","Year","Month","date","totalcase","case0to19","time"
"1686","21 Maranhão",21,2002,4,"2002-04-01",879,295,16
"1710","22 Piauí",22,2002,4,"2002-04-01",1434,355,16
"1721","23 Ceará",23,2002,4,"2002-04-01",2324,527,16
"1745","24 Rio Grande do Norte",24,2002,4,"2002-04-01",3785,905,16
"1765","25 Paraíba",25,2002,4,"2002-04-01",3880,1124,16
"1785","26 Pernambuco",26,2002,4,"2002-04-01",13563,3788,16
"1797","27 Alagoas",27,2002,4,"2002-04-01",1497,401,16
"1819","28 Sergipe",28,2002,4,"2002-04-01",915,227,16
"1840","29 Bahia",29,2002,4,"2002-04-01",15022,4278,16
"1856","31 Minas Gerais",31,2002,4,"2002-04-01",7155,1752,16
"1874","32 Espírito Santo",32,2002,4,"2002-04-01",3601,931,16
"1900","33 Rio de Janeiro",33,2002,4,"2002-04-01",23408,5948,16
"1910","35 São Paulo",35,2002,4,"2002-04-01",10701,2235,16
"1928","41 Paraná",41,2002,4,"2002-04-01",2669,637,16
"1955","42 Santa Catarina",42,2002,4,"2002-04-01",33,6,16
"1975","43 Rio Grande do Sul",43,2002,4,"2002-04-01",22,3,16
"1991","50 Mato Grosso do Sul",50,2002,4,"2002-04-01",833,228,16
"2009","51 Mato Grosso",51,2002,4,"2002-04-01",589,186,16
"2024","52 Goiás",52,2002,4,"2002-04-01",1761,552,16
"2048","53 Distrito Federal",53,2002,4,"2002-04-01",313,74,16
"2057","11 Rondônia",11,2002,5,"2002-05-01",66,23,17
"2073","12 Acre",12,2002,5,"2002-05-01",35,19,17
"2095","13 Amazonas",13,2002,5,"2002-05-01",122,19,17
"2126","14 Roraima",14,2002,5,"2002-05-01",68,19,17
"2143","15 Pará",15,2002,5,"2002-05-01",522,137,17
"2151","16 Amapá",16,2002,5,"2002-05-01",33,11,17
"2176","17 Tocantins",17,2002,5,"2002-05-01",71,17,17
"2199","21 Maranhão",21,2002,5,"2002-05-01",594,186,17
"2223","22 Piauí",22,2002,5,"2002-05-01",1104,263,17
"2234","23 Ceará",23,2002,5,"2002-05-01",1617,394,17
"2258","24 Rio Grande do Norte",24,2002,5,"2002-05-01",1944,479,17
"2278","25 Paraíba",25,2002,5,"2002-05-01",2552,772,17
"2298","26 Pernambuco",26,2002,5,"2002-05-01",4437,1196,17
"2310","27 Alagoas",27,2002,5,"2002-05-01",896,231,17
"2332","28 Sergipe",28,2002,5,"2002-05-01",605,148,17
"2353","29 Bahia",29,2002,5,"2002-05-01",5056,1343,17
"2369","31 Minas Gerais",31,2002,5,"2002-05-01",3715,806,17
"2387","32 Espírito Santo",32,2002,5,"2002-05-01",1670,392,17
"2413","33 Rio de Janeiro",33,2002,5,"2002-05-01",4805,1082,17
"2423","35 São Paulo",35,2002,5,"2002-05-01",6811,1469,17
"2441","41 Paraná",41,2002,5,"2002-05-01",1387,285,17
"2468","42 Santa Catarina",42,2002,5,"2002-05-01",10,0,17
"2488","43 Rio Grande do Sul",43,2002,5,"2002-05-01",15,4,17
"2504","50 Mato Grosso do Sul",50,2002,5,"2002-05-01",255,65,17
"2522","51 Mato Grosso",51,2002,5,"2002-05-01",307,81,17
"2537","52 Goiás",52,2002,5,"2002-05-01",639,164,17
"2561","53 Distrito Federal",53,2002,5,"2002-05-01",110,29,17
"2570","11 Rondônia",11,2002,6,"2002-06-01",24,5,18
"2586","12 Acre",12,2002,6,"2002-06-01",24,10,18
"2608","13 Amazonas",13,2002,6,"2002-06-01",96,20,18
"2639","14 Roraima",14,2002,6,"2002-06-01",49,9,18
"2656","15 Pará",15,2002,6,"2002-06-01",247,68,18
"2664","16 Amapá",16,2002,6,"2002-06-01",36,12,18
"2689","17 Tocantins",17,2002,6,"2002-06-01",34,8,18
"2712","21 Maranhão",21,2002,6,"2002-06-01",340,128,18
"2736","22 Piauí",22,2002,6,"2002-06-01",643,140,18
"2747","23 Ceará",23,2002,6,"2002-06-01",1335,268,18
"2771","24 Rio Grande do Norte",24,2002,6,"2002-06-01",1169,250,18
"2791","25 Paraíba",25,2002,6,"2002-06-01",1157,273,18
"2811","26 Pernambuco",26,2002,6,"2002-06-01",1451,439,18
"2823","27 Alagoas",27,2002,6,"2002-06-01",507,127,18
"2845","28 Sergipe",28,2002,6,"2002-06-01",576,137,18
"2866","29 Bahia",29,2002,6,"2002-06-01",1681,486,18
"2882","31 Minas Gerais",31,2002,6,"2002-06-01",650,148,18
"2900","32 Espírito Santo",32,2002,6,"2002-06-01",840,207,18
"2926","33 Rio de Janeiro",33,2002,6,"2002-06-01",1245,408,18
"2936","35 São Paulo",35,2002,6,"2002-06-01",2058,459,18
"2954","41 Paraná",41,2002,6,"2002-06-01",222,48,18
"2981","42 Santa Catarina",42,2002,6,"2002-06-01",4,0,18
"3001","43 Rio Grande do Sul",43,2002,6,"2002-06-01",6,0,18
"3017","50 Mato Grosso do Sul",50,2002,6,"2002-06-01",77,10,18
"3035","51 Mato Grosso",51,2002,6,"2002-06-01",169,39,18
"3050","52 Goiás",52,2002,6,"2002-06-01",177,60,18
"3074","53 Distrito Federal",53,2002,6,"2002-06-01",27,5,18
"3083","11 Rondônia",11,2002,7,"2002-07-01",23,13,19
"3099","12 Acre",12,2002,7,"2002-07-01",19,5,19
"3121","13 Amazonas",13,2002,7,"2002-07-01",95,12,19
"3152","14 Roraima",14,2002,7,"2002-07-01",62,16,19
"3169","15 Pará",15,2002,7,"2002-07-01",185,54,19
"3177","16 Amapá",16,2002,7,"2002-07-01",53,8,19
"3202","17 Tocantins",17,2002,7,"2002-07-01",15,3,19
"3225","21 Maranhão",21,2002,7,"2002-07-01",290,72,19
"3249","22 Piauí",22,2002,7,"2002-07-01",461,122,19
"3260","23 Ceará",23,2002,7,"2002-07-01",1197,295,19
"3284","24 Rio Grande do Norte",24,2002,7,"2002-07-01",1132,280,19
"3304","25 Paraíba",25,2002,7,"2002-07-01",950,249,19
"3324","26 Pernambuco",26,2002,7,"2002-07-01",918,303,19
"3336","27 Alagoas",27,2002,7,"2002-07-01",371,89,19
"3358","28 Sergipe",28,2002,7,"2002-07-01",446,113,19
"3379","29 Bahia",29,2002,7,"2002-07-01",996,307,19
"3395","31 Minas Gerais",31,2002,7,"2002-07-01",149,44,19
"3413","32 Espírito Santo",32,2002,7,"2002-07-01",425,131,19
"3439","33 Rio de Janeiro",33,2002,7,"2002-07-01",465,173,19
"3449","35 São Paulo",35,2002,7,"2002-07-01",332,85,19
"3467","41 Paraná",41,2002,7,"2002-07-01",53,6,19
"3494","42 Santa Catarina",42,2002,7,"2002-07-01",3,0,19
"3514","43 Rio Grande do Sul",43,2002,7,"2002-07-01",6,0,19
"3530","50 Mato Grosso do Sul",50,2002,7,"2002-07-01",26,9,19
"3548","51 Mato Grosso",51,2002,7,"2002-07-01",78,19,19
"3563","52 Goiás",52,2002,7,"2002-07-01",149,34,19
"3587","53 Distrito Federal",53,2002,7,"2002-07-01",30,11,19
"3596","11 Rondônia",11,2002,8,"2002-08-01",9,3,20
"3612","12 Acre",12,2002,8,"2002-08-01",12,1,20
"3634","13 Amazonas",13,2002,8,"2002-08-01",131,28,20
"3665","14 Roraima",14,2002,8,"2002-08-01",41,13,20
"3682","15 Pará",15,2002,8,"2002-08-01",200,60,20
"3690","16 Amapá",16,2002,8,"2002-08-01",112,25,20
"3715","17 Tocantins",17,2002,8,"2002-08-01",11,3,20
"3738","21 Maranhão",21,2002,8,"2002-08-01",345,117,20
"3762","22 Piauí",22,2002,8,"2002-08-01",367,98,20
"3773","23 Ceará",23,2002,8,"2002-08-01",1047,250,20
"3797","24 Rio Grande do Norte",24,2002,8,"2002-08-01",914,239,20
"3817","25 Paraíba",25,2002,8,"2002-08-01",632,187,20
"3837","26 Pernambuco",26,2002,8,"2002-08-01",535,199,20
"3849","27 Alagoas",27,2002,8,"2002-08-01",214,57,20
"3871","28 Sergipe",28,2002,8,"2002-08-01",288,67,20
"3892","29 Bahia",29,2002,8,"2002-08-01",838,366,20
"3908","31 Minas Gerais",31,2002,8,"2002-08-01",92,44,20
"3926","32 Espírito Santo",32,2002,8,"2002-08-01",295,99,20
"3952","33 Rio de Janeiro",33,2002,8,"2002-08-01",294,101,20
"3962","35 São Paulo",35,2002,8,"2002-08-01",144,39,20
"3980","41 Paraná",41,2002,8,"2002-08-01",77,26,20
"4007","42 Santa Catarina",42,2002,8,"2002-08-01",1,0,20
"4027","43 Rio Grande do Sul",43,2002,8,"2002-08-01",9,1,20
"4043","50 Mato Grosso do Sul",50,2002,8,"2002-08-01",42,24,20
"4061","51 Mato Grosso",51,2002,8,"2002-08-01",51,8,20
"4076","52 Goiás",52,2002,8,"2002-08-01",266,137,20
"4100","53 Distrito Federal",53,2002,8,"2002-08-01",29,9,20
"4109","11 Rondônia",11,2002,9,"2002-09-01",29,14,21
"4125","12 Acre",12,2002,9,"2002-09-01",14,5,21
"4147","13 Amazonas",13,2002,9,"2002-09-01",73,22,21
"4178","14 Roraima",14,2002,9,"2002-09-01",39,9,21
"4195","15 Pará",15,2002,9,"2002-09-01",292,62,21
"4203","16 Amapá",16,2002,9,"2002-09-01",90,23,21
"4228","17 Tocantins",17,2002,9,"2002-09-01",14,6,21
"4251","21 Maranhão",21,2002,9,"2002-09-01",231,59,21
"4275","22 Piauí",22,2002,9,"2002-09-01",273,62,21
"4286","23 Ceará",23,2002,9,"2002-09-01",597,167,21
"4310","24 Rio Grande do Norte",24,2002,9,"2002-09-01",698,164,21
"4330","25 Paraíba",25,2002,9,"2002-09-01",294,86,21
"4350","26 Pernambuco",26,2002,9,"2002-09-01",388,154,21
"4362","27 Alagoas",27,2002,9,"2002-09-01",146,48,21
"4384","28 Sergipe",28,2002,9,"2002-09-01",203,54,21
"4405","29 Bahia",29,2002,9,"2002-09-01",931,415,21
"4421","31 Minas Gerais",31,2002,9,"2002-09-01",70,32,21
"4439","32 Espírito Santo",32,2002,9,"2002-09-01",224,84,21
"4465","33 Rio de Janeiro",33,2002,9,"2002-09-01",177,52,21
"4475","35 São Paulo",35,2002,9,"2002-09-01",68,20,21
"4493","41 Paraná",41,2002,9,"2002-09-01",36,17,21
"4520","42 Santa Catarina",42,2002,9,"2002-09-01",4,0,21
"4540","43 Rio Grande do Sul",43,2002,9,"2002-09-01",6,0,21
"4556","50 Mato Grosso do Sul",50,2002,9,"2002-09-01",21,12,21
"4574","51 Mato Grosso",51,2002,9,"2002-09-01",69,31,21
"4589","52 Goiás",52,2002,9,"2002-09-01",271,127,21
"4613","53 Distrito Federal",53,2002,9,"2002-09-01",6,1,21
"4622","11 Rondônia",11,2002,10,"2002-10-01",64,22,22
"4638","12 Acre",12,2002,10,"2002-10-01",18,2,22
"4660","13 Amazonas",13,2002,10,"2002-10-01",62,10,22
"4691","14 Roraima",14,2002,10,"2002-10-01",107,39,22
"4708","15 Pará",15,2002,10,"2002-10-01",344,84,22
"4716","16 Amapá",16,2002,10,"2002-10-01",31,12,22
"4741","17 Tocantins",17,2002,10,"2002-10-01",64,25,22
"4764","21 Maranhão",21,2002,10,"2002-10-01",431,131,22
"4788","22 Piauí",22,2002,10,"2002-10-01",257,75,22
"4799","23 Ceará",23,2002,10,"2002-10-01",743,204,22
"4823","24 Rio Grande do Norte",24,2002,10,"2002-10-01",709,209,22
"4843","25 Paraíba",25,2002,10,"2002-10-01",290,78,22
"4863","26 Pernambuco",26,2002,10,"2002-10-01",470,238,22
"4875","27 Alagoas",27,2002,10,"2002-10-01",103,30,22
"4897","28 Sergipe",28,2002,10,"2002-10-01",173,56,22
"4918","29 Bahia",29,2002,10,"2002-10-01",840,391,22
"4934","31 Minas Gerais",31,2002,10,"2002-10-01",80,28,22
"4952","32 Espírito Santo",32,2002,10,"2002-10-01",241,86,22
"4978","33 Rio de Janeiro",33,2002,10,"2002-10-01",318,106,22
"4988","35 São Paulo",35,2002,10,"2002-10-01",83,18,22
"5006","41 Paraná",41,2002,10,"2002-10-01",51,11,22
"5033","42 Santa Catarina",42,2002,10,"2002-10-01",3,1,22
"5053","43 Rio Grande do Sul",43,2002,10,"2002-10-01",1,1,22
"5069","50 Mato Grosso do Sul",50,2002,10,"2002-10-01",13,5,22
"5087","51 Mato Grosso",51,2002,10,"2002-10-01",226,57,22
"5102","52 Goiás",52,2002,10,"2002-10-01",140,49,22
"5126","53 Distrito Federal",53,2002,10,"2002-10-01",19,7,22
"5135","11 Rondônia",11,2002,11,"2002-11-01",307,105,23
"5151","12 Acre",12,2002,11,"2002-11-01",90,27,23
"5173","13 Amazonas",13,2002,11,"2002-11-01",167,47,23
"5204","14 Roraima",14,2002,11,"2002-11-01",85,25,23
"5221","15 Pará",15,2002,11,"2002-11-01",507,144,23
"5229","16 Amapá",16,2002,11,"2002-11-01",29,9,23
"5254","17 Tocantins",17,2002,11,"2002-11-01",145,57,23
"5277","21 Maranhão",21,2002,11,"2002-11-01",481,146,23
"5301","22 Piauí",22,2002,11,"2002-11-01",353,124,23
"5312","23 Ceará",23,2002,11,"2002-11-01",889,229,23
"5336","24 Rio Grande do Norte",24,2002,11,"2002-11-01",644,166,23
"5356","25 Paraíba",25,2002,11,"2002-11-01",581,201,23
"5376","26 Pernambuco",26,2002,11,"2002-11-01",495,245,23
"5388","27 Alagoas",27,2002,11,"2002-11-01",131,50,23
"5410","28 Sergipe",28,2002,11,"2002-11-01",216,69,23
"5431","29 Bahia",29,2002,11,"2002-11-01",838,273,23
"5447","31 Minas Gerais",31,2002,11,"2002-11-01",333,81,23
"5465","32 Espírito Santo",32,2002,11,"2002-11-01",422,113,23
"5491","33 Rio de Janeiro",33,2002,11,"2002-11-01",1141,332,23
"5501","35 São Paulo",35,2002,11,"2002-11-01",233,34,23
"5519","41 Paraná",41,2002,11,"2002-11-01",93,29,23
"5546","42 Santa Catarina",42,2002,11,"2002-11-01",2,0,23
"5566","43 Rio Grande do Sul",43,2002,11,"2002-11-01",5,1,23
"5582","50 Mato Grosso do Sul",50,2002,11,"2002-11-01",45,20,23
"5600","51 Mato Grosso",51,2002,11,"2002-11-01",499,158,23
"5615","52 Goiás",52,2002,11,"2002-11-01",366,130,23
"5639","53 Distrito Federal",53,2002,11,"2002-11-01",38,8,23
"5648","11 Rondônia",11,2002,12,"2002-12-01",230,62,24
"5664","12 Acre",12,2002,12,"2002-12-01",98,40,24
"5686","13 Amazonas",13,2002,12,"2002-12-01",89,25,24
"5717","14 Roraima",14,2002,12,"2002-12-01",80,23,24
"5734","15 Pará",15,2002,12,"2002-12-01",681,183,24
"5742","16 Amapá",16,2002,12,"2002-12-01",19,9,24
"5767","17 Tocantins",17,2002,12,"2002-12-01",252,65,24
"5790","21 Maranhão",21,2002,12,"2002-12-01",410,147,24
"5814","22 Piauí",22,2002,12,"2002-12-01",192,58,24
"5825","23 Ceará",23,2002,12,"2002-12-01",678,203,24
"5849","24 Rio Grande do Norte",24,2002,12,"2002-12-01",557,145,24
"5869","25 Paraíba",25,2002,12,"2002-12-01",482,160,24
"5889","26 Pernambuco",26,2002,12,"2002-12-01",524,194,24
"5901","27 Alagoas",27,2002,12,"2002-12-01",144,53,24
"5923","28 Sergipe",28,2002,12,"2002-12-01",131,48,24
"5944","29 Bahia",29,2002,12,"2002-12-01",1012,309,24
"5960","31 Minas Gerais",31,2002,12,"2002-12-01",709,176,24
"5978","32 Espírito Santo",32,2002,12,"2002-12-01",604,166,24
"6004","33 Rio de Janeiro",33,2002,12,"2002-12-01",2287,526,24
"6014","35 São Paulo",35,2002,12,"2002-12-01",413,94,24
"6032","41 Paraná",41,2002,12,"2002-12-01",92,33,24
"6059","42 Santa Catarina",42,2002,12,"2002-12-01",7,1,24
"6079","43 Rio Grande do Sul",43,2002,12,"2002-12-01",8,1,24
"6095","50 Mato Grosso do Sul",50,2002,12,"2002-12-01",149,42,24
"6113","51 Mato Grosso",51,2002,12,"2002-12-01",984,314,24
"6128","52 Goiás",52,2002,12,"2002-12-01",471,128,24
"6152","53 Distrito Federal",53,2002,12,"2002-12-01",82,20,24
"12","11 Rondônia",11,2003,1,"2003-01-01",721,191,25
"26","12 Acre",12,2003,1,"2003-01-01",231,59,25
"46","13 Amazonas",13,2003,1,"2003-01-01",347,100,25
"69","14 Roraima",14,2003,1,"2003-01-01",129,40,25
"89","15 Pará",15,2003,1,"2003-01-01",1897,532,25
"101","16 Amapá",16,2003,1,"2003-01-01",58,15,25
"117","17 Tocantins",17,2003,1,"2003-01-01",269,75,25
"150","21 Maranhão",21,2003,1,"2003-01-01",1288,412,25
"167","22 Piauí",22,2003,1,"2003-01-01",478,113,25
"187","23 Ceará",23,2003,1,"2003-01-01",2224,613,25
"201","24 Rio Grande do Norte",24,2003,1,"2003-01-01",1013,248,25
"227","25 Paraíba",25,2003,1,"2003-01-01",1055,298,25
"239","26 Pernambuco",26,2003,1,"2003-01-01",689,213,25
"250","27 Alagoas",27,2003,1,"2003-01-01",157,48,25
"282","28 Sergipe",28,2003,1,"2003-01-01",408,105,25
"299","29 Bahia",29,2003,1,"2003-01-01",3288,877,25
"307","31 Minas Gerais",31,2003,1,"2003-01-01",1188,325,25
"338","32 Espírito Santo",32,2003,1,"2003-01-01",2863,661,25
"345","33 Rio de Janeiro",33,2003,1,"2003-01-01",1017,270,25
"372","35 São Paulo",35,2003,1,"2003-01-01",2456,522,25
"394","41 Paraná",41,2003,1,"2003-01-01",734,205,25
"408","42 Santa Catarina",42,2003,1,"2003-01-01",16,2,25
"421","43 Rio Grande do Sul",43,2003,1,"2003-01-01",10,0,25
"443","50 Mato Grosso do Sul",50,2003,1,"2003-01-01",190,28,25
"471","51 Mato Grosso",51,2003,1,"2003-01-01",2508,715,25
"479","52 Goiás",52,2003,1,"2003-01-01",1175,303,25
"502","53 Distrito Federal",53,2003,1,"2003-01-01",189,41,25
"525","11 Rondônia",11,2003,2,"2003-02-01",637,147,26
"539","12 Acre",12,2003,2,"2003-02-01",238,69,26
"559","13 Amazonas",13,2003,2,"2003-02-01",496,180,26
"582","14 Roraima",14,2003,2,"2003-02-01",109,33,26
"602","15 Pará",15,2003,2,"2003-02-01",2087,657,26
"614","16 Amapá",16,2003,2,"2003-02-01",87,22,26
"630","17 Tocantins",17,2003,2,"2003-02-01",233,79,26
"663","21 Maranhão",21,2003,2,"2003-02-01",1393,453,26
"680","22 Piauí",22,2003,2,"2003-02-01",822,184,26
"700","23 Ceará",23,2003,2,"2003-02-01",4765,1437,26
"714","24 Rio Grande do Norte",24,2003,2,"2003-02-01",1949,488,26
"740","25 Paraíba",25,2003,2,"2003-02-01",1438,419,26
"752","26 Pernambuco",26,2003,2,"2003-02-01",1623,436,26
"763","27 Alagoas",27,2003,2,"2003-02-01",271,84,26
"795","28 Sergipe",28,2003,2,"2003-02-01",604,186,26
"812","29 Bahia",29,2003,2,"2003-02-01",6709,1877,26
"820","31 Minas Gerais",31,2003,2,"2003-02-01",2618,695,26
"851","32 Espírito Santo",32,2003,2,"2003-02-01",10198,2471,26
"858","33 Rio de Janeiro",33,2003,2,"2003-02-01",1310,296,26
"885","35 São Paulo",35,2003,2,"2003-02-01",3244,666,26
"907","41 Paraná",41,2003,2,"2003-02-01",2157,563,26
"921","42 Santa Catarina",42,2003,2,"2003-02-01",15,5,26
"934","43 Rio Grande do Sul",43,2003,2,"2003-02-01",13,0,26
"956","50 Mato Grosso do Sul",50,2003,2,"2003-02-01",404,104,26
"984","51 Mato Grosso",51,2003,2,"2003-02-01",3296,1102,26
"992","52 Goiás",52,2003,2,"2003-02-01",1878,518,26
"1015","53 Distrito Federal",53,2003,2,"2003-02-01",189,50,26
"1038","11 Rondônia",11,2003,3,"2003-03-01",471,123,27
"1052","12 Acre",12,2003,3,"2003-03-01",152,39,27
"1072","13 Amazonas",13,2003,3,"2003-03-01",818,253,27
"1095","14 Roraima",14,2003,3,"2003-03-01",38,9,27
"1115","15 Pará",15,2003,3,"2003-03-01",1436,510,27
"1127","16 Amapá",16,2003,3,"2003-03-01",112,36,27
"1143","17 Tocantins",17,2003,3,"2003-03-01",203,69,27
"1176","21 Maranhão",21,2003,3,"2003-03-01",1191,413,27
"1193","22 Piauí",22,2003,3,"2003-03-01",1847,468,27
"1213","23 Ceará",23,2003,3,"2003-03-01",5635,1630,27
"1227","24 Rio Grande do Norte",24,2003,3,"2003-03-01",3395,964,27
"1253","25 Paraíba",25,2003,3,"2003-03-01",2379,612,27
"1265","26 Pernambuco",26,2003,3,"2003-03-01",3629,1097,27
"1276","27 Alagoas",27,2003,3,"2003-03-01",343,98,27
"1308","28 Sergipe",28,2003,3,"2003-03-01",827,217,27
"1325","29 Bahia",29,2003,3,"2003-03-01",12481,3488,27
"1333","31 Minas Gerais",31,2003,3,"2003-03-01",4849,1083,27
"1364","32 Espírito Santo",32,2003,3,"2003-03-01",10005,2340,27
"1371","33 Rio de Janeiro",33,2003,3,"2003-03-01",1227,216,27
"1398","35 São Paulo",35,2003,3,"2003-03-01",5893,1129,27
"1420","41 Paraná",41,2003,3,"2003-03-01",5477,1451,27
"1434","42 Santa Catarina",42,2003,3,"2003-03-01",12,0,27
"1447","43 Rio Grande do Sul",43,2003,3,"2003-03-01",10,0,27
"1469","50 Mato Grosso do Sul",50,2003,3,"2003-03-01",636,144,27
"1497","51 Mato Grosso",51,2003,3,"2003-03-01",1298,381,27
"1505","52 Goiás",52,2003,3,"2003-03-01",1665,411,27
"1528","53 Distrito Federal",53,2003,3,"2003-03-01",152,32,27
"1551","11 Rondônia",11,2003,4,"2003-04-01",227,54,28
"1565","12 Acre",12,2003,4,"2003-04-01",94,26,28
"1585","13 Amazonas",13,2003,4,"2003-04-01",690,220,28
"1608","14 Roraima",14,2003,4,"2003-04-01",9,1,28
"1628","15 Pará",15,2003,4,"2003-04-01",693,248,28
"1640","16 Amapá",16,2003,4,"2003-04-01",97,18,28
"1656","17 Tocantins",17,2003,4,"2003-04-01",299,82,28
"1689","21 Maranhão",21,2003,4,"2003-04-01",612,229,28
"1706","22 Piauí",22,2003,4,"2003-04-01",2089,518,28
"1726","23 Ceará",23,2003,4,"2003-04-01",6045,1519,28
"1740","24 Rio Grande do Norte",24,2003,4,"2003-04-01",4310,1019,28
"1766","25 Paraíba",25,2003,4,"2003-04-01",2673,735,28
"1778","26 Pernambuco",26,2003,4,"2003-04-01",3643,1137,28
"1789","27 Alagoas",27,2003,4,"2003-04-01",604,171,28
"1821","28 Sergipe",28,2003,4,"2003-04-01",850,201,28
"1838","29 Bahia",29,2003,4,"2003-04-01",10077,2791,28
"1846","31 Minas Gerais",31,2003,4,"2003-04-01",2918,633,28
"1877","32 Espírito Santo",32,2003,4,"2003-04-01",3221,705,28
"1884","33 Rio de Janeiro",33,2003,4,"2003-04-01",582,127,28
"1911","35 São Paulo",35,2003,4,"2003-04-01",3028,575,28
"1933","41 Paraná",41,2003,4,"2003-04-01",2191,592,28
"1947","42 Santa Catarina",42,2003,4,"2003-04-01",2,0,28
"1960","43 Rio Grande do Sul",43,2003,4,"2003-04-01",7,0,28
"1982","50 Mato Grosso do Sul",50,2003,4,"2003-04-01",544,123,28
"2010","51 Mato Grosso",51,2003,4,"2003-04-01",407,129,28
"2018","52 Goiás",52,2003,4,"2003-04-01",1370,360,28
"2041","53 Distrito Federal",53,2003,4,"2003-04-01",119,24,28
"2064","11 Rondônia",11,2003,5,"2003-05-01",138,31,29
"2078","12 Acre",12,2003,5,"2003-05-01",47,14,29
"2098","13 Amazonas",13,2003,5,"2003-05-01",775,270,29
"2121","14 Roraima",14,2003,5,"2003-05-01",52,12,29
"2141","15 Pará",15,2003,5,"2003-05-01",374,115,29
"2153","16 Amapá",16,2003,5,"2003-05-01",194,51,29
"2169","17 Tocantins",17,2003,5,"2003-05-01",285,83,29
"2202","21 Maranhão",21,2003,5,"2003-05-01",504,172,29
"2219","22 Piauí",22,2003,5,"2003-05-01",2129,540,29
"2239","23 Ceará",23,2003,5,"2003-05-01",6570,1674,29
"2253","24 Rio Grande do Norte",24,2003,5,"2003-05-01",5131,1117,29
"2279","25 Paraíba",25,2003,5,"2003-05-01",2524,686,29
"2291","26 Pernambuco",26,2003,5,"2003-05-01",2812,800,29
"2302","27 Alagoas",27,2003,5,"2003-05-01",1335,343,29
"2334","28 Sergipe",28,2003,5,"2003-05-01",751,157,29
"2351","29 Bahia",29,2003,5,"2003-05-01",5470,1459,29
"2359","31 Minas Gerais",31,2003,5,"2003-05-01",1528,331,29
"2390","32 Espírito Santo",32,2003,5,"2003-05-01",1518,326,29
"2397","33 Rio de Janeiro",33,2003,5,"2003-05-01",325,77,29
"2424","35 São Paulo",35,2003,5,"2003-05-01",1522,262,29
"2446","41 Paraná",41,2003,5,"2003-05-01",403,97,29
"2460","42 Santa Catarina",42,2003,5,"2003-05-01",3,0,29
"2473","43 Rio Grande do Sul",43,2003,5,"2003-05-01",5,0,29
"2495","50 Mato Grosso do Sul",50,2003,5,"2003-05-01",176,40,29
"2523","51 Mato Grosso",51,2003,5,"2003-05-01",200,39,29
"2531","52 Goiás",52,2003,5,"2003-05-01",824,195,29
"2554","53 Distrito Federal",53,2003,5,"2003-05-01",79,16,29
"2577","11 Rondônia",11,2003,6,"2003-06-01",120,32,30
"2591","12 Acre",12,2003,6,"2003-06-01",39,8,30
"2611","13 Amazonas",13,2003,6,"2003-06-01",399,130,30
"2634","14 Roraima",14,2003,6,"2003-06-01",125,29,30
"2654","15 Pará",15,2003,6,"2003-06-01",319,81,30
"2666","16 Amapá",16,2003,6,"2003-06-01",279,69,30
"2682","17 Tocantins",17,2003,6,"2003-06-01",89,20,30
"2715","21 Maranhão",21,2003,6,"2003-06-01",261,86,30
"2732","22 Piauí",22,2003,6,"2003-06-01",1174,300,30
"2752","23 Ceará",23,2003,6,"2003-06-01",4074,1053,30
"2766","24 Rio Grande do Norte",24,2003,6,"2003-06-01",3019,594,30
"2792","25 Paraíba",25,2003,6,"2003-06-01",983,260,30
"2804","26 Pernambuco",26,2003,6,"2003-06-01",1293,347,30
"2815","27 Alagoas",27,2003,6,"2003-06-01",1334,314,30
"2847","28 Sergipe",28,2003,6,"2003-06-01",559,122,30
"2864","29 Bahia",29,2003,6,"2003-06-01",1783,440,30
"2872","31 Minas Gerais",31,2003,6,"2003-06-01",440,106,30
"2903","32 Espírito Santo",32,2003,6,"2003-06-01",745,171,30
"2910","33 Rio de Janeiro",33,2003,6,"2003-06-01",142,31,30
"2937","35 São Paulo",35,2003,6,"2003-06-01",387,73,30
