"","Name","UF","Year","Month","date","totalcase","case0to19","time"
"4079","52 Goiás",52,2018,8,"2018-08-01",2076,610,212
"4096","53 Distrito Federal",53,2018,8,"2018-08-01",75,25,212
"4106","11 Rondônia",11,2018,9,"2018-09-01",21,8,213
"4134","12 Acre",12,2018,9,"2018-09-01",493,158,213
"4149","13 Amazonas",13,2018,9,"2018-09-01",123,37,213
"4162","14 Roraima",14,2018,9,"2018-09-01",9,4,213
"4181","15 Pará",15,2018,9,"2018-09-01",123,57,213
"4206","16 Amapá",16,2018,9,"2018-09-01",32,15,213
"4219","17 Tocantins",17,2018,9,"2018-09-01",58,20,213
"4242","21 Maranhão",21,2018,9,"2018-09-01",72,31,213
"4263","22 Piauí",22,2018,9,"2018-09-01",75,16,213
"4276","23 Ceará",23,2018,9,"2018-09-01",184,66,213
"4300","24 Rio Grande do Norte",24,2018,9,"2018-09-01",1056,444,213
"4322","25 Paraíba",25,2018,9,"2018-09-01",304,105,213
"4340","26 Pernambuco",26,2018,9,"2018-09-01",550,261,213
"4355","27 Alagoas",27,2018,9,"2018-09-01",136,48,213
"4372","28 Sergipe",28,2018,9,"2018-09-01",13,5,213
"4392","29 Bahia",29,2018,9,"2018-09-01",347,110,213
"4414","31 Minas Gerais",31,2018,9,"2018-09-01",543,160,213
"4430","32 Espírito Santo",32,2018,9,"2018-09-01",503,152,213
"4451","33 Rio de Janeiro",33,2018,9,"2018-09-01",296,81,213
"4471","35 São Paulo",35,2018,9,"2018-09-01",495,155,213
"4492","41 Paraná",41,2018,9,"2018-09-01",31,13,213
"4513","42 Santa Catarina",42,2018,9,"2018-09-01",7,2,213
"4534","43 Rio Grande do Sul",43,2018,9,"2018-09-01",5,0,213
"4551","50 Mato Grosso do Sul",50,2018,9,"2018-09-01",80,17,213
"4571","51 Mato Grosso",51,2018,9,"2018-09-01",145,57,213
"4592","52 Goiás",52,2018,9,"2018-09-01",1994,758,213
"4609","53 Distrito Federal",53,2018,9,"2018-09-01",98,54,213
"4619","11 Rondônia",11,2018,10,"2018-10-01",38,20,214
"4647","12 Acre",12,2018,10,"2018-10-01",1200,408,214
"4662","13 Amazonas",13,2018,10,"2018-10-01",105,36,214
"4675","14 Roraima",14,2018,10,"2018-10-01",22,16,214
"4694","15 Pará",15,2018,10,"2018-10-01",103,32,214
"4719","16 Amapá",16,2018,10,"2018-10-01",56,20,214
"4732","17 Tocantins",17,2018,10,"2018-10-01",85,25,214
"4755","21 Maranhão",21,2018,10,"2018-10-01",77,37,214
"4776","22 Piauí",22,2018,10,"2018-10-01",49,13,214
"4789","23 Ceará",23,2018,10,"2018-10-01",141,37,214
"4813","24 Rio Grande do Norte",24,2018,10,"2018-10-01",734,297,214
"4835","25 Paraíba",25,2018,10,"2018-10-01",316,123,214
"4853","26 Pernambuco",26,2018,10,"2018-10-01",703,351,214
"4868","27 Alagoas",27,2018,10,"2018-10-01",148,46,214
"4885","28 Sergipe",28,2018,10,"2018-10-01",22,10,214
"4905","29 Bahia",29,2018,10,"2018-10-01",460,139,214
"4927","31 Minas Gerais",31,2018,10,"2018-10-01",800,244,214
"4943","32 Espírito Santo",32,2018,10,"2018-10-01",539,181,214
"4964","33 Rio de Janeiro",33,2018,10,"2018-10-01",398,120,214
"4984","35 São Paulo",35,2018,10,"2018-10-01",796,217,214
"5005","41 Paraná",41,2018,10,"2018-10-01",104,42,214
"5026","42 Santa Catarina",42,2018,10,"2018-10-01",11,1,214
"5047","43 Rio Grande do Sul",43,2018,10,"2018-10-01",10,0,214
"5064","50 Mato Grosso do Sul",50,2018,10,"2018-10-01",112,26,214
"5084","51 Mato Grosso",51,2018,10,"2018-10-01",138,31,214
"5105","52 Goiás",52,2018,10,"2018-10-01",2801,930,214
"5122","53 Distrito Federal",53,2018,10,"2018-10-01",140,60,214
"5132","11 Rondônia",11,2018,11,"2018-11-01",28,17,215
"5160","12 Acre",12,2018,11,"2018-11-01",1884,637,215
"5175","13 Amazonas",13,2018,11,"2018-11-01",99,30,215
"5188","14 Roraima",14,2018,11,"2018-11-01",12,5,215
"5207","15 Pará",15,2018,11,"2018-11-01",183,77,215
"5232","16 Amapá",16,2018,11,"2018-11-01",29,11,215
"5245","17 Tocantins",17,2018,11,"2018-11-01",342,111,215
"5268","21 Maranhão",21,2018,11,"2018-11-01",64,27,215
"5289","22 Piauí",22,2018,11,"2018-11-01",51,13,215
"5302","23 Ceará",23,2018,11,"2018-11-01",86,32,215
"5326","24 Rio Grande do Norte",24,2018,11,"2018-11-01",587,236,215
"5348","25 Paraíba",25,2018,11,"2018-11-01",338,129,215
"5366","26 Pernambuco",26,2018,11,"2018-11-01",694,357,215
"5381","27 Alagoas",27,2018,11,"2018-11-01",141,51,215
"5398","28 Sergipe",28,2018,11,"2018-11-01",22,9,215
"5418","29 Bahia",29,2018,11,"2018-11-01",597,180,215
"5440","31 Minas Gerais",31,2018,11,"2018-11-01",1456,437,215
"5456","32 Espírito Santo",32,2018,11,"2018-11-01",623,205,215
"5477","33 Rio de Janeiro",33,2018,11,"2018-11-01",461,139,215
"5497","35 São Paulo",35,2018,11,"2018-11-01",1787,369,215
"5518","41 Paraná",41,2018,11,"2018-11-01",77,32,215
"5539","42 Santa Catarina",42,2018,11,"2018-11-01",15,3,215
"5560","43 Rio Grande do Sul",43,2018,11,"2018-11-01",6,1,215
"5577","50 Mato Grosso do Sul",50,2018,11,"2018-11-01",1002,224,215
"5597","51 Mato Grosso",51,2018,11,"2018-11-01",323,115,215
"5618","52 Goiás",52,2018,11,"2018-11-01",3832,1061,215
"5635","53 Distrito Federal",53,2018,11,"2018-11-01",227,71,215
"5645","11 Rondônia",11,2018,12,"2018-12-01",26,11,216
"5673","12 Acre",12,2018,12,"2018-12-01",1181,353,216
"5688","13 Amazonas",13,2018,12,"2018-12-01",97,24,216
"5701","14 Roraima",14,2018,12,"2018-12-01",12,5,216
"5720","15 Pará",15,2018,12,"2018-12-01",241,75,216
"5745","16 Amapá",16,2018,12,"2018-12-01",24,8,216
"5758","17 Tocantins",17,2018,12,"2018-12-01",697,230,216
"5781","21 Maranhão",21,2018,12,"2018-12-01",63,25,216
"5802","22 Piauí",22,2018,12,"2018-12-01",87,14,216
"5815","23 Ceará",23,2018,12,"2018-12-01",117,33,216
"5839","24 Rio Grande do Norte",24,2018,12,"2018-12-01",488,147,216
"5861","25 Paraíba",25,2018,12,"2018-12-01",276,81,216
"5879","26 Pernambuco",26,2018,12,"2018-12-01",593,277,216
"5894","27 Alagoas",27,2018,12,"2018-12-01",140,45,216
"5911","28 Sergipe",28,2018,12,"2018-12-01",12,4,216
"5931","29 Bahia",29,2018,12,"2018-12-01",601,165,216
"5953","31 Minas Gerais",31,2018,12,"2018-12-01",2993,748,216
"5969","32 Espírito Santo",32,2018,12,"2018-12-01",1150,325,216
"5990","33 Rio de Janeiro",33,2018,12,"2018-12-01",755,185,216
"6010","35 São Paulo",35,2018,12,"2018-12-01",3669,679,216
"6031","41 Paraná",41,2018,12,"2018-12-01",142,53,216
"6052","42 Santa Catarina",42,2018,12,"2018-12-01",12,1,216
"6073","43 Rio Grande do Sul",43,2018,12,"2018-12-01",13,1,216
"6090","50 Mato Grosso do Sul",50,2018,12,"2018-12-01",2337,579,216
"6110","51 Mato Grosso",51,2018,12,"2018-12-01",507,156,216
"6131","52 Goiás",52,2018,12,"2018-12-01",4933,1180,216
"6148","53 Distrito Federal",53,2018,12,"2018-12-01",356,107,216
"1","11 Rondônia",11,2019,1,"2019-01-01",39,7,217
"34","12 Acre",12,2019,1,"2019-01-01",1650,487,217
"44","13 Amazonas",13,2019,1,"2019-01-01",207,66,217
"62","14 Roraima",14,2019,1,"2019-01-01",34,23,217
"80","15 Pará",15,2019,1,"2019-01-01",609,210,217
"97","16 Amapá",16,2019,1,"2019-01-01",17,6,217
"133","17 Tocantins",17,2019,1,"2019-01-01",2460,853,217
"140","21 Maranhão",21,2019,1,"2019-01-01",280,133,217
"158","22 Piauí",22,2019,1,"2019-01-01",202,57,217
"173","23 Ceará",23,2019,1,"2019-01-01",315,74,217
"199","24 Rio Grande do Norte",24,2019,1,"2019-01-01",554,174,217
"221","25 Paraíba",25,2019,1,"2019-01-01",385,157,217
"240","26 Pernambuco",26,2019,1,"2019-01-01",765,340,217
"259","27 Alagoas",27,2019,1,"2019-01-01",359,98,217
"270","28 Sergipe",28,2019,1,"2019-01-01",19,16,217
"297","29 Bahia",29,2019,1,"2019-01-01",2740,813,217
"321","31 Minas Gerais",31,2019,1,"2019-01-01",16118,3613,217
"340","32 Espírito Santo",32,2019,1,"2019-01-01",3124,825,217
"348","33 Rio de Janeiro",33,2019,1,"2019-01-01",1463,270,217
"378","35 São Paulo",35,2019,1,"2019-01-01",23532,4578,217
"391","41 Paraná",41,2019,1,"2019-01-01",519,132,217
"411","42 Santa Catarina",42,2019,1,"2019-01-01",20,2,217
"433","43 Rio Grande do Sul",43,2019,1,"2019-01-01",35,6,217
"451","50 Mato Grosso do Sul",50,2019,1,"2019-01-01",3386,853,217
"462","51 Mato Grosso",51,2019,1,"2019-01-01",864,262,217
"489","52 Goiás",52,2019,1,"2019-01-01",9261,1918,217
"511","53 Distrito Federal",53,2019,1,"2019-01-01",945,219,217
"514","11 Rondônia",11,2019,2,"2019-02-01",49,14,218
"547","12 Acre",12,2019,2,"2019-02-01",1202,366,218
"557","13 Amazonas",13,2019,2,"2019-02-01",206,66,218
"575","14 Roraima",14,2019,2,"2019-02-01",29,12,218
"593","15 Pará",15,2019,2,"2019-02-01",803,324,218
"610","16 Amapá",16,2019,2,"2019-02-01",18,7,218
"646","17 Tocantins",17,2019,2,"2019-02-01",2904,1074,218
"653","21 Maranhão",21,2019,2,"2019-02-01",419,188,218
"671","22 Piauí",22,2019,2,"2019-02-01",262,74,218
"686","23 Ceará",23,2019,2,"2019-02-01",711,196,218
"712","24 Rio Grande do Norte",24,2019,2,"2019-02-01",639,212,218
"734","25 Paraíba",25,2019,2,"2019-02-01",616,241,218
"753","26 Pernambuco",26,2019,2,"2019-02-01",1593,684,218
"772","27 Alagoas",27,2019,2,"2019-02-01",556,198,218
"783","28 Sergipe",28,2019,2,"2019-02-01",22,15,218
"810","29 Bahia",29,2019,2,"2019-02-01",4723,1648,218
"834","31 Minas Gerais",31,2019,2,"2019-02-01",32813,8234,218
"853","32 Espírito Santo",32,2019,2,"2019-02-01",3860,1034,218
"861","33 Rio de Janeiro",33,2019,2,"2019-02-01",1180,290,218
"891","35 São Paulo",35,2019,2,"2019-02-01",48341,9973,218
"904","41 Paraná",41,2019,2,"2019-02-01",1475,314,218
"924","42 Santa Catarina",42,2019,2,"2019-02-01",45,9,218
"946","43 Rio Grande do Sul",43,2019,2,"2019-02-01",25,2,218
"964","50 Mato Grosso do Sul",50,2019,2,"2019-02-01",8117,2284,218
"975","51 Mato Grosso",51,2019,2,"2019-02-01",889,336,218
"1002","52 Goiás",52,2019,2,"2019-02-01",12286,2813,218
"1024","53 Distrito Federal",53,2019,2,"2019-02-01",2385,543,218
"1027","11 Rondônia",11,2019,3,"2019-03-01",56,19,219
"1060","12 Acre",12,2019,3,"2019-03-01",851,265,219
"1070","13 Amazonas",13,2019,3,"2019-03-01",156,60,219
"1088","14 Roraima",14,2019,3,"2019-03-01",59,25,219
"1106","15 Pará",15,2019,3,"2019-03-01",828,312,219
"1123","16 Amapá",16,2019,3,"2019-03-01",35,7,219
"1159","17 Tocantins",17,2019,3,"2019-03-01",2740,1017,219
"1166","21 Maranhão",21,2019,3,"2019-03-01",808,382,219
"1184","22 Piauí",22,2019,3,"2019-03-01",767,277,219
"1199","23 Ceará",23,2019,3,"2019-03-01",1464,408,219
"1225","24 Rio Grande do Norte",24,2019,3,"2019-03-01",1474,420,219
"1247","25 Paraíba",25,2019,3,"2019-03-01",1278,597,219
"1266","26 Pernambuco",26,2019,3,"2019-03-01",2498,1135,219
"1285","27 Alagoas",27,2019,3,"2019-03-01",880,258,219
"1296","28 Sergipe",28,2019,3,"2019-03-01",58,38,219
"1323","29 Bahia",29,2019,3,"2019-03-01",5967,2103,219
"1347","31 Minas Gerais",31,2019,3,"2019-03-01",79142,20785,219
"1366","32 Espírito Santo",32,2019,3,"2019-03-01",7354,1908,219
"1374","33 Rio de Janeiro",33,2019,3,"2019-03-01",3612,744,219
"1404","35 São Paulo",35,2019,3,"2019-03-01",73743,15569,219
"1417","41 Paraná",41,2019,3,"2019-03-01",4254,945,219
"1437","42 Santa Catarina",42,2019,3,"2019-03-01",311,52,219
"1459","43 Rio Grande do Sul",43,2019,3,"2019-03-01",157,27,219
"1477","50 Mato Grosso do Sul",50,2019,3,"2019-03-01",17473,5043,219
"1488","51 Mato Grosso",51,2019,3,"2019-03-01",1182,407,219
"1515","52 Goiás",52,2019,3,"2019-03-01",18563,4233,219
"1537","53 Distrito Federal",53,2019,3,"2019-03-01",5011,1238,219
"1540","11 Rondônia",11,2019,4,"2019-04-01",87,32,220
"1573","12 Acre",12,2019,4,"2019-04-01",479,167,220
"1583","13 Amazonas",13,2019,4,"2019-04-01",145,56,220
"1601","14 Roraima",14,2019,4,"2019-04-01",54,18,220
"1619","15 Pará",15,2019,4,"2019-04-01",740,294,220
"1636","16 Amapá",16,2019,4,"2019-04-01",25,16,220
"1672","17 Tocantins",17,2019,4,"2019-04-01",2385,872,220
"1679","21 Maranhão",21,2019,4,"2019-04-01",1079,548,220
"1697","22 Piauí",22,2019,4,"2019-04-01",1485,559,220
"1712","23 Ceará",23,2019,4,"2019-04-01",2684,758,220
"1738","24 Rio Grande do Norte",24,2019,4,"2019-04-01",4585,1260,220
"1760","25 Paraíba",25,2019,4,"2019-04-01",2723,1189,220
"1779","26 Pernambuco",26,2019,4,"2019-04-01",4865,2149,220
"1798","27 Alagoas",27,2019,4,"2019-04-01",1851,674,220
"1809","28 Sergipe",28,2019,4,"2019-04-01",160,98,220
"1836","29 Bahia",29,2019,4,"2019-04-01",8772,2982,220
"1860","31 Minas Gerais",31,2019,4,"2019-04-01",145413,37762,220
"1879","32 Espírito Santo",32,2019,4,"2019-04-01",9274,2355,220
"1887","33 Rio de Janeiro",33,2019,4,"2019-04-01",7782,1641,220
"1917","35 São Paulo",35,2019,4,"2019-04-01",115075,24046,220
"1930","41 Paraná",41,2019,4,"2019-04-01",9331,2072,220
"1950","42 Santa Catarina",42,2019,4,"2019-04-01",584,103,220
"1972","43 Rio Grande do Sul",43,2019,4,"2019-04-01",493,86,220
"1990","50 Mato Grosso do Sul",50,2019,4,"2019-04-01",15719,4677,220
"2001","51 Mato Grosso",51,2019,4,"2019-04-01",1590,549,220
"2028","52 Goiás",52,2019,4,"2019-04-01",23101,5389,220
"2050","53 Distrito Federal",53,2019,4,"2019-04-01",6968,1720,220
"2053","11 Rondônia",11,2019,5,"2019-05-01",63,22,221
"2086","12 Acre",12,2019,5,"2019-05-01",299,93,221
"2096","13 Amazonas",13,2019,5,"2019-05-01",120,40,221
"2114","14 Roraima",14,2019,5,"2019-05-01",74,25,221
"2132","15 Pará",15,2019,5,"2019-05-01",693,256,221
"2149","16 Amapá",16,2019,5,"2019-05-01",17,4,221
"2185","17 Tocantins",17,2019,5,"2019-05-01",1736,604,221
"2192","21 Maranhão",21,2019,5,"2019-05-01",1181,480,221
"2210","22 Piauí",22,2019,5,"2019-05-01",2202,798,221
"2225","23 Ceará",23,2019,5,"2019-05-01",3309,957,221
"2251","24 Rio Grande do Norte",24,2019,5,"2019-05-01",6938,1800,221
"2273","25 Paraíba",25,2019,5,"2019-05-01",4129,1922,221
"2292","26 Pernambuco",26,2019,5,"2019-05-01",9032,3767,221
"2311","27 Alagoas",27,2019,5,"2019-05-01",4680,1918,221
"2322","28 Sergipe",28,2019,5,"2019-05-01",631,369,221
"2349","29 Bahia",29,2019,5,"2019-05-01",15039,5088,221
"2373","31 Minas Gerais",31,2019,5,"2019-05-01",150045,38625,221
"2392","32 Espírito Santo",32,2019,5,"2019-05-01",13960,3451,221
"2400","33 Rio de Janeiro",33,2019,5,"2019-05-01",10030,2195,221
"2430","35 São Paulo",35,2019,5,"2019-05-01",115294,24956,221
"2443","41 Paraná",41,2019,5,"2019-05-01",12554,3066,221
"2463","42 Santa Catarina",42,2019,5,"2019-05-01",667,142,221
"2485","43 Rio Grande do Sul",43,2019,5,"2019-05-01",594,127,221
"2503","50 Mato Grosso do Sul",50,2019,5,"2019-05-01",10953,3350,221
"2514","51 Mato Grosso",51,2019,5,"2019-05-01",2016,733,221
"2541","52 Goiás",52,2019,5,"2019-05-01",25558,6257,221
"2563","53 Distrito Federal",53,2019,5,"2019-05-01",11586,2913,221
"2566","11 Rondônia",11,2019,6,"2019-06-01",96,26,222
"2599","12 Acre",12,2019,6,"2019-06-01",159,43,222
"2609","13 Amazonas",13,2019,6,"2019-06-01",90,28,222
"2627","14 Roraima",14,2019,6,"2019-06-01",61,25,222
"2645","15 Pará",15,2019,6,"2019-06-01",352,143,222
"2662","16 Amapá",16,2019,6,"2019-06-01",13,6,222
"2698","17 Tocantins",17,2019,6,"2019-06-01",485,133,222
"2705","21 Maranhão",21,2019,6,"2019-06-01",775,358,222
"2723","22 Piauí",22,2019,6,"2019-06-01",1434,471,222
"2738","23 Ceará",23,2019,6,"2019-06-01",2705,741,222
"2764","24 Rio Grande do Norte",24,2019,6,"2019-06-01",6081,1451,222
"2786","25 Paraíba",25,2019,6,"2019-06-01",3044,1321,222
"2805","26 Pernambuco",26,2019,6,"2019-06-01",5408,2338,222
"2824","27 Alagoas",27,2019,6,"2019-06-01",4645,1837,222
"2835","28 Sergipe",28,2019,6,"2019-06-01",1092,679,222
"2862","29 Bahia",29,2019,6,"2019-06-01",9877,3381,222
"2886","31 Minas Gerais",31,2019,6,"2019-06-01",40351,10485,222
"2905","32 Espírito Santo",32,2019,6,"2019-06-01",11780,2824,222
"2913","33 Rio de Janeiro",33,2019,6,"2019-06-01",4063,941,222
"2943","35 São Paulo",35,2019,6,"2019-06-01",38315,8529,222
"2956","41 Paraná",41,2019,6,"2019-06-01",4979,1297,222
"2976","42 Santa Catarina",42,2019,6,"2019-06-01",292,58,222
"2998","43 Rio Grande do Sul",43,2019,6,"2019-06-01",205,51,222
"3016","50 Mato Grosso do Sul",50,2019,6,"2019-06-01",4550,1287,222
"3027","51 Mato Grosso",51,2019,6,"2019-06-01",1151,405,222
"3054","52 Goiás",52,2019,6,"2019-06-01",12721,3214,222
"3076","53 Distrito Federal",53,2019,6,"2019-06-01",7808,2112,222
"3079","11 Rondônia",11,2019,7,"2019-07-01",136,37,223
"3112","12 Acre",12,2019,7,"2019-07-01",147,43,223
"3122","13 Amazonas",13,2019,7,"2019-07-01",59,23,223
"3140","14 Roraima",14,2019,7,"2019-07-01",61,29,223
"3158","15 Pará",15,2019,7,"2019-07-01",211,75,223
"3175","16 Amapá",16,2019,7,"2019-07-01",13,5,223
"3211","17 Tocantins",17,2019,7,"2019-07-01",114,30,223
"3218","21 Maranhão",21,2019,7,"2019-07-01",369,185,223
"3236","22 Piauí",22,2019,7,"2019-07-01",888,285,223
"3251","23 Ceará",23,2019,7,"2019-07-01",1969,539,223
"3277","24 Rio Grande do Norte",24,2019,7,"2019-07-01",4765,1153,223
"3299","25 Paraíba",25,2019,7,"2019-07-01",2357,1067,223
"3318","26 Pernambuco",26,2019,7,"2019-07-01",3600,1587,223
"3337","27 Alagoas",27,2019,7,"2019-07-01",3878,1526,223
"3348","28 Sergipe",28,2019,7,"2019-07-01",1668,1044,223
"3375","29 Bahia",29,2019,7,"2019-07-01",7233,2581,223
"3399","31 Minas Gerais",31,2019,7,"2019-07-01",6498,1602,223
"3418","32 Espírito Santo",32,2019,7,"2019-07-01",6393,1500,223
"3426","33 Rio de Janeiro",33,2019,7,"2019-07-01",1525,331,223
"3456","35 São Paulo",35,2019,7,"2019-07-01",9302,2012,223
"3469","41 Paraná",41,2019,7,"2019-07-01",1423,359,223
"3489","42 Santa Catarina",42,2019,7,"2019-07-01",80,15,223
"3511","43 Rio Grande do Sul",43,2019,7,"2019-07-01",56,12,223
"3529","50 Mato Grosso do Sul",50,2019,7,"2019-07-01",1319,365,223
"3540","51 Mato Grosso",51,2019,7,"2019-07-01",497,171,223
"3567","52 Goiás",52,2019,7,"2019-07-01",4812,1047,223
"3589","53 Distrito Federal",53,2019,7,"2019-07-01",1381,396,223
"3592","11 Rondônia",11,2019,8,"2019-08-01",57,20,224
"3625","12 Acre",12,2019,8,"2019-08-01",174,57,224
"3635","13 Amazonas",13,2019,8,"2019-08-01",54,21,224
"3653","14 Roraima",14,2019,8,"2019-08-01",68,34,224
"3671","15 Pará",15,2019,8,"2019-08-01",242,87,224
"3688","16 Amapá",16,2019,8,"2019-08-01",12,8,224
"3724","17 Tocantins",17,2019,8,"2019-08-01",86,29,224
"3731","21 Maranhão",21,2019,8,"2019-08-01",286,126,224
"3749","22 Piauí",22,2019,8,"2019-08-01",349,107,224
"3764","23 Ceará",23,2019,8,"2019-08-01",1367,408,224
"3790","24 Rio Grande do Norte",24,2019,8,"2019-08-01",3242,950,224
"3812","25 Paraíba",25,2019,8,"2019-08-01",1858,793,224
"3831","26 Pernambuco",26,2019,8,"2019-08-01",3155,1425,224
"3850","27 Alagoas",27,2019,8,"2019-08-01",1995,854,224
"3861","28 Sergipe",28,2019,8,"2019-08-01",1118,653,224
"3888","29 Bahia",29,2019,8,"2019-08-01",4544,1620,224
"3912","31 Minas Gerais",31,2019,8,"2019-08-01",1663,517,224
"3931","32 Espírito Santo",32,2019,8,"2019-08-01",2706,770,224
"3939","33 Rio de Janeiro",33,2019,8,"2019-08-01",603,171,224
"3969","35 São Paulo",35,2019,8,"2019-08-01",3135,871,224
"3982","41 Paraná",41,2019,8,"2019-08-01",557,150,224
"4002","42 Santa Catarina",42,2019,8,"2019-08-01",25,7,224
"4024","43 Rio Grande do Sul",43,2019,8,"2019-08-01",23,4,224
"4042","50 Mato Grosso do Sul",50,2019,8,"2019-08-01",558,158,224
"4053","51 Mato Grosso",51,2019,8,"2019-08-01",309,130,224
"4080","52 Goiás",52,2019,8,"2019-08-01",2466,655,224
"4102","53 Distrito Federal",53,2019,8,"2019-08-01",487,150,224
"4105","11 Rondônia",11,2019,9,"2019-09-01",29,9,225
"4138","12 Acre",12,2019,9,"2019-09-01",149,44,225
"4148","13 Amazonas",13,2019,9,"2019-09-01",121,43,225
"4166","14 Roraima",14,2019,9,"2019-09-01",181,80,225
"4184","15 Pará",15,2019,9,"2019-09-01",263,86,225
"4201","16 Amapá",16,2019,9,"2019-09-01",9,4,225
"4237","17 Tocantins",17,2019,9,"2019-09-01",53,29,225
"4244","21 Maranhão",21,2019,9,"2019-09-01",174,80,225
"4262","22 Piauí",22,2019,9,"2019-09-01",134,32,225
"4277","23 Ceará",23,2019,9,"2019-09-01",744,268,225
"4303","24 Rio Grande do Norte",24,2019,9,"2019-09-01",1640,547,225
"4325","25 Paraíba",25,2019,9,"2019-09-01",1186,478,225
"4344","26 Pernambuco",26,2019,9,"2019-09-01",2661,1162,225
"4363","27 Alagoas",27,2019,9,"2019-09-01",1186,520,225
"4374","28 Sergipe",28,2019,9,"2019-09-01",638,353,225
"4401","29 Bahia",29,2019,9,"2019-09-01",3159,1133,225
"4425","31 Minas Gerais",31,2019,9,"2019-09-01",1335,460,225
"4444","32 Espírito Santo",32,2019,9,"2019-09-01",1574,437,225
"4452","33 Rio de Janeiro",33,2019,9,"2019-09-01",423,117,225
"4482","35 São Paulo",35,2019,9,"2019-09-01",2147,602,225
"4495","41 Paraná",41,2019,9,"2019-09-01",473,122,225
"4515","42 Santa Catarina",42,2019,9,"2019-09-01",11,2,225
"4537","43 Rio Grande do Sul",43,2019,9,"2019-09-01",22,5,225
"4555","50 Mato Grosso do Sul",50,2019,9,"2019-09-01",369,135,225
"4566","51 Mato Grosso",51,2019,9,"2019-09-01",237,84,225
"4593","52 Goiás",52,2019,9,"2019-09-01",2646,798,225
"4615","53 Distrito Federal",53,2019,9,"2019-09-01",480,192,225
"4618","11 Rondônia",11,2019,10,"2019-10-01",68,15,226
"4651","12 Acre",12,2019,10,"2019-10-01",703,209,226
"4661","13 Amazonas",13,2019,10,"2019-10-01",521,202,226
"4679","14 Roraima",14,2019,10,"2019-10-01",268,145,226
"4697","15 Pará",15,2019,10,"2019-10-01",248,82,226
"4714","16 Amapá",16,2019,10,"2019-10-01",13,5,226
"4750","17 Tocantins",17,2019,10,"2019-10-01",130,50,226
"4757","21 Maranhão",21,2019,10,"2019-10-01",162,61,226
"4775","22 Piauí",22,2019,10,"2019-10-01",109,41,226
"4790","23 Ceará",23,2019,10,"2019-10-01",363,115,226
"4816","24 Rio Grande do Norte",24,2019,10,"2019-10-01",972,246,226
"4838","25 Paraíba",25,2019,10,"2019-10-01",638,235,226
"4857","26 Pernambuco",26,2019,10,"2019-10-01",2144,865,226
"4876","27 Alagoas",27,2019,10,"2019-10-01",632,266,226
"4887","28 Sergipe",28,2019,10,"2019-10-01",341,188,226
"4914","29 Bahia",29,2019,10,"2019-10-01",2528,838,226
"4938","31 Minas Gerais",31,2019,10,"2019-10-01",1197,441,226
"4957","32 Espírito Santo",32,2019,10,"2019-10-01",1276,355,226
"4965","33 Rio de Janeiro",33,2019,10,"2019-10-01",434,112,226
